identifier,title,description,subject,creator,combine_column,combine_cleaned,cuenta,cluster,name_file
http://arxiv.org/abs/1510.01072,Routing in Unit Disk Graphs,"  Let $S \subset \mathbb{R}^2$ be a set of $n$ sites. The unit disk graph $\text{UD}(S)$ on $S$ has vertex set $S$ and an edge between two distinct sites $s,t \in S$ if and only if $s$ and $t$ have Euclidean distance $|st| \leq 1$.   A routing scheme $R$ for $\text{UD}(S)$ assigns to each site $s \in S$ a label $\ell(s)$ and a routing table $\rho(s)$. For any two sites $s, t \in S$, the scheme $R$ must be able to route a packet from $s$ to $t$ in the following way: given a current site $r$ (initially, $r = s$), a header $h$ (initially empty), and the label $\ell(t)$ of the target, the scheme $R$ consults the routing table $\rho(r)$ to compute a neighbor $r'$ of $r$, a new header $h'$, and the label $\ell(t')$ of an intermediate target $t'$. (The label of the original target may be stored at the header $h'$.) The packet is then routed to $r'$, and the procedure is repeated until the packet reaches $t$. The resulting sequence of sites is called the routing path. The stretch of $R$ is the maximum ratio of the (Euclidean) length of the routing path produced by $R$ and the shortest path in $\text{UD}(S)$, over all pairs of distinct sites in $S$.   For any given $\varepsilon > 0$, we show how to construct a routing scheme for $\text{UD}(S)$ with stretch $1+\varepsilon$ using labels of $O(\log n)$ bits and routing tables of $O(\varepsilon^{-5}\log^2 n \log^2 D)$ bits, where $D$ is the (Euclidean) diameter of $\text{UD}(S)$. The header size is $O(\log n \log D)$ bits. ",Computer Science - Computational Geometry ; Computer Science - Data Structures and Algorithms ; ,"Kaplan, Haim ; Mulzer, Wolfgang ; Roditty, Liam ; Seiferth, Paul ; ","Routing in Unit Disk Graphs  Let $S \subset \mathbb{R}^2$ be a set of $n$ sites. The unit disk graph $\text{UD}(S)$ on $S$ has vertex set $S$ and an edge between two distinct sites $s,t \in S$ if and only if $s$ and $t$ have Euclidean distance $|st| \leq 1$.   A routing scheme $R$ for $\text{UD}(S)$ assigns to each site $s \in S$ a label $\ell(s)$ and a routing table $\rho(s)$. For any two sites $s, t \in S$, the scheme $R$ must be able to route a packet from $s$ to $t$ in the following way: given a current site $r$ (initially, $r = s$), a header $h$ (initially empty), and the label $\ell(t)$ of the target, the scheme $R$ consults the routing table $\rho(r)$ to compute a neighbor $r'$ of $r$, a new header $h'$, and the label $\ell(t')$ of an intermediate target $t'$. (The label of the original target may be stored at the header $h'$.) The packet is then routed to $r'$, and the procedure is repeated until the packet reaches $t$. The resulting sequence of sites is called the routing path. The stretch of $R$ is the maximum ratio of the (Euclidean) length of the routing path produced by $R$ and the shortest path in $\text{UD}(S)$, over all pairs of distinct sites in $S$.   For any given $\varepsilon > 0$, we show how to construct a routing scheme for $\text{UD}(S)$ with stretch $1+\varepsilon$ using labels of $O(\log n)$ bits and routing tables of $O(\varepsilon^{-5}\log^2 n \log^2 D)$ bits, where $D$ is the (Euclidean) diameter of $\text{UD}(S)$. The header size is $O(\log n \log D)$ bits. ",rout unit disk graph let subset mathbb set sit unit disk graph text ud vertex set edge two distinct sit euclidean distance st leq rout scheme text ud assign site label ell rout table rho two sit scheme must able route packet follow way give current site initially header initially empty label ell target scheme consult rout table rho compute neighbor new header label ell intermediate target label original target may store header packet rout procedure repeat packet reach result sequence sit call rout path stretch maximum ratio euclidean length rout path produce shortest path text ud pair distinct sit give varepsilon show construct rout scheme text ud stretch varepsilon use label log bits rout table varepsilon log log bits euclidean diameter text ud header size log log bits,129,4,1510.01072.txt
http://arxiv.org/abs/1510.01210,Trading Networks with Bilateral Contracts,"  We consider a model of matching in trading networks in which firms can enter into bilateral contracts. In trading networks, stable outcomes, which are immune to deviations of arbitrary sets of firms, may not exist. We define a new solution concept called trail stability. Trail-stable outcomes are immune to consecutive, pairwise deviations between linked firms. We show that any trading network with bilateral contracts has a trail-stable outcome whenever firms' choice functions satisfy the full substitutability condition. For trail-stable outcomes, we prove results on the lattice structure, the rural hospitals theorem, strategy-proofness, and comparative statics of firm entry and exit. We also introduce weak trail stability which is implied by trail stability under full substitutability. We describe relationships between the solution concepts. ",Computer Science - Computer Science and Game Theory ; Economics - General Economics ; J.4 ; G.2.1 ; ,"Fleiner, Tamás ; Jankó, Zsuzsanna ; Tamura, Akihisa ; Teytelboym, Alexander ; ","Trading Networks with Bilateral Contracts  We consider a model of matching in trading networks in which firms can enter into bilateral contracts. In trading networks, stable outcomes, which are immune to deviations of arbitrary sets of firms, may not exist. We define a new solution concept called trail stability. Trail-stable outcomes are immune to consecutive, pairwise deviations between linked firms. We show that any trading network with bilateral contracts has a trail-stable outcome whenever firms' choice functions satisfy the full substitutability condition. For trail-stable outcomes, we prove results on the lattice structure, the rural hospitals theorem, strategy-proofness, and comparative statics of firm entry and exit. We also introduce weak trail stability which is implied by trail stability under full substitutability. We describe relationships between the solution concepts. ",trade network bilateral contract consider model match trade network firm enter bilateral contract trade network stable outcomes immune deviations arbitrary set firm may exist define new solution concept call trail stability trail stable outcomes immune consecutive pairwise deviations link firm show trade network bilateral contract trail stable outcome whenever firm choice function satisfy full substitutability condition trail stable outcomes prove result lattice structure rural hospitals theorem strategy proofness comparative statics firm entry exit also introduce weak trail stability imply trail stability full substitutability describe relationships solution concepts,87,7,1510.01210.txt
http://arxiv.org/abs/1510.01429,Distance-2 MDS codes and latin colorings in the Doob graphs,"  The maximum independent sets in the Doob graphs D(m,n) are analogs of the distance-2 MDS codes in Hamming graphs and of the latin hypercubes. We prove the characterization of these sets stating that every such set is semilinear or reducible. As related objects, we study vertex sets with maximum cut (edge boundary) in D(m,n) and prove some facts on their structure. We show that the considered two classes (the maximum independent sets and the maximum-cut sets) can be defined as classes of completely regular sets with specified 2-by-2 quotient matrices. It is notable that for a set from the considered classes, the eigenvalues of the quotient matrix are the maximum and the minimum eigenvalues of the graph. For D(m,0), we show the existence of a third, intermediate, class of completely regular sets with the same property. ",Mathematics - Combinatorics ; Computer Science - Discrete Mathematics ; Computer Science - Information Theory ; 05B30 ; ,"Krotov, Denis ; Bespalov, Evgeny ; ","Distance-2 MDS codes and latin colorings in the Doob graphs  The maximum independent sets in the Doob graphs D(m,n) are analogs of the distance-2 MDS codes in Hamming graphs and of the latin hypercubes. We prove the characterization of these sets stating that every such set is semilinear or reducible. As related objects, we study vertex sets with maximum cut (edge boundary) in D(m,n) and prove some facts on their structure. We show that the considered two classes (the maximum independent sets and the maximum-cut sets) can be defined as classes of completely regular sets with specified 2-by-2 quotient matrices. It is notable that for a set from the considered classes, the eigenvalues of the quotient matrix are the maximum and the minimum eigenvalues of the graph. For D(m,0), we show the existence of a third, intermediate, class of completely regular sets with the same property. ",distance mds cod latin color doob graph maximum independent set doob graph analogs distance mds cod ham graph latin hypercubes prove characterization set state every set semilinear reducible relate object study vertex set maximum cut edge boundary prove facts structure show consider two class maximum independent set maximum cut set define class completely regular set specify quotient matrices notable set consider class eigenvalues quotient matrix maximum minimum eigenvalues graph show existence third intermediate class completely regular set property,78,3,1510.01429.txt
http://arxiv.org/abs/1510.01518,DC Decomposition of Nonconvex Polynomials with Algebraic Techniques,"  We consider the problem of decomposing a multivariate polynomial as the difference of two convex polynomials. We introduce algebraic techniques which reduce this task to linear, second order cone, and semidefinite programming. This allows us to optimize over subsets of valid difference of convex decompositions (dcds) and find ones that speed up the convex-concave procedure (CCP). We prove, however, that optimizing over the entire set of dcds is NP-hard. ",Mathematics - Optimization and Control ; Computer Science - Data Structures and Algorithms ; Statistics - Machine Learning ; ,"Ahmadi, Amir Ali ; Hall, Georgina ; ","DC Decomposition of Nonconvex Polynomials with Algebraic Techniques  We consider the problem of decomposing a multivariate polynomial as the difference of two convex polynomials. We introduce algebraic techniques which reduce this task to linear, second order cone, and semidefinite programming. This allows us to optimize over subsets of valid difference of convex decompositions (dcds) and find ones that speed up the convex-concave procedure (CCP). We prove, however, that optimizing over the entire set of dcds is NP-hard. ",dc decomposition nonconvex polynomials algebraic techniques consider problem decompose multivariate polynomial difference two convex polynomials introduce algebraic techniques reduce task linear second order cone semidefinite program allow us optimize subsets valid difference convex decompositions dcds find ones speed convex concave procedure ccp prove however optimize entire set dcds np hard,50,7,1510.01518.txt
http://arxiv.org/abs/1510.01591,On the codes over the Z_3+vZ_3+v^2Z_3,"  In this paper, we study the structure of cyclic, quasi-cyclic, constacyclic codes and their skew codes over the finite ring R=Z_3+vZ_3+v^2Z_3, v^3=v. The Gray images of cyclic, quasi-cyclic, skew cyclic, skew quasi-cyclic and skew constacyclic codes over R are obtained. A necessary and sufficient condition for cyclic (negacyclic) codes over R that contains its dual has been given. The parameters of quantum error correcting codes are obtained from both cyclic and negacyclic codes over R. It is given some examples. Firstly, quasi-constacyclic and skew quasi-constacyclic codes are introduced. By giving two product, it is investigated their duality. A sufficient condition for 1-generator skew quasi-constacyclic codes to be free is determined. ",Computer Science - Information Theory ; Quantum Physics ; ,"Dertli, Abdullah ; Cengellenmis, Yasein ; Eren, Senol ; ","On the codes over the Z_3+vZ_3+v^2Z_3  In this paper, we study the structure of cyclic, quasi-cyclic, constacyclic codes and their skew codes over the finite ring R=Z_3+vZ_3+v^2Z_3, v^3=v. The Gray images of cyclic, quasi-cyclic, skew cyclic, skew quasi-cyclic and skew constacyclic codes over R are obtained. A necessary and sufficient condition for cyclic (negacyclic) codes over R that contains its dual has been given. The parameters of quantum error correcting codes are obtained from both cyclic and negacyclic codes over R. It is given some examples. Firstly, quasi-constacyclic and skew quasi-constacyclic codes are introduced. By giving two product, it is investigated their duality. A sufficient condition for 1-generator skew quasi-constacyclic codes to be free is determined. ",cod vz paper study structure cyclic quasi cyclic constacyclic cod skew cod finite ring vz gray image cyclic quasi cyclic skew cyclic skew quasi cyclic skew constacyclic cod obtain necessary sufficient condition cyclic negacyclic cod contain dual give parameters quantum error correct cod obtain cyclic negacyclic cod give examples firstly quasi constacyclic skew quasi constacyclic cod introduce give two product investigate duality sufficient condition generator skew quasi constacyclic cod free determine,71,5,1510.01591.txt
http://arxiv.org/abs/1510.01671,Cross-boundary Behavioural Reprogrammability Reveals Evidence of   Pervasive Universality,"  We exhaustively explore the reprogrammability capabilities and the intrinsic universality of the Cartesian product $P \times C$ of the space $P$ of all possible computer programs of increasing size and the space $C$ of all possible compilers of increasing length such that $p \in P$ emulates $p^\prime \in P$ with $T|p^\prime|=|p|$ under a coarse-graining transformation $T$. Our approach yields a novel perspective on the complexity, controllability, causality and (re)programmability discrete dynamical systems. We find evidence that the density of (qualitatively different) computer programs that can be reprogrammed grows asymptotically as a function of program and compiler size. To illustrate these findings we show a series of behavioural boundary crossing results, including emulations (for all initial conditions) of Wolfram class 2 Elementary Cellular Automata (ECA) by Class 1 ECA, emulations of Classes 1, 2 and 3 ECA by Class 2 and 3 ECA, and of Classes 1, 2 and 3 by Class 3 ECA, along with results of even greater emulability for general CA (neighbourhood $r=3/2$), including Class 1 CA emulating Classes 2 and 3, and Classes 3 and 4 emulating all other classes (1, 2, 3 and 4). The emulations occur with only a linear overhead and can be considered computationally efficient. We also found that there is no hacking strategy to compress the search space based on compiler profiling in terms of e.g. similarity or complexity, suggesting that no strategy other than exhaustive search is viable. We also introduce emulation networks, derive a topologically-based measure of complexity based upon out- and in-degree connectivity, and establish bridges to fundamental ideas of complexity, universality, causality and dynamical systems. ",Computer Science - Formal Languages and Automata Theory ; Computer Science - Computational Complexity ; Nonlinear Sciences - Cellular Automata and Lattice Gases ; ,"Riedel, Jürgen ; Zenil, Hector ; ","Cross-boundary Behavioural Reprogrammability Reveals Evidence of   Pervasive Universality  We exhaustively explore the reprogrammability capabilities and the intrinsic universality of the Cartesian product $P \times C$ of the space $P$ of all possible computer programs of increasing size and the space $C$ of all possible compilers of increasing length such that $p \in P$ emulates $p^\prime \in P$ with $T|p^\prime|=|p|$ under a coarse-graining transformation $T$. Our approach yields a novel perspective on the complexity, controllability, causality and (re)programmability discrete dynamical systems. We find evidence that the density of (qualitatively different) computer programs that can be reprogrammed grows asymptotically as a function of program and compiler size. To illustrate these findings we show a series of behavioural boundary crossing results, including emulations (for all initial conditions) of Wolfram class 2 Elementary Cellular Automata (ECA) by Class 1 ECA, emulations of Classes 1, 2 and 3 ECA by Class 2 and 3 ECA, and of Classes 1, 2 and 3 by Class 3 ECA, along with results of even greater emulability for general CA (neighbourhood $r=3/2$), including Class 1 CA emulating Classes 2 and 3, and Classes 3 and 4 emulating all other classes (1, 2, 3 and 4). The emulations occur with only a linear overhead and can be considered computationally efficient. We also found that there is no hacking strategy to compress the search space based on compiler profiling in terms of e.g. similarity or complexity, suggesting that no strategy other than exhaustive search is viable. We also introduce emulation networks, derive a topologically-based measure of complexity based upon out- and in-degree connectivity, and establish bridges to fundamental ideas of complexity, universality, causality and dynamical systems. ",cross boundary behavioural reprogrammability reveal evidence pervasive universality exhaustively explore reprogrammability capabilities intrinsic universality cartesian product time space possible computer program increase size space possible compilers increase length emulate prime prime coarse grain transformation approach yield novel perspective complexity controllability causality programmability discrete dynamical systems find evidence density qualitatively different computer program reprogrammed grow asymptotically function program compiler size illustrate find show series behavioural boundary cross result include emulations initial condition wolfram class elementary cellular automata eca class eca emulations class eca class eca class class eca along result even greater emulability general ca neighbourhood include class ca emulate class class emulate class emulations occur linear overhead consider computationally efficient also find hack strategy compress search space base compiler profile term similarity complexity suggest strategy exhaustive search viable also introduce emulation network derive topologically base measure complexity base upon degree connectivity establish bridge fundamental ideas complexity universality causality dynamical systems,150,8,1510.01671.txt
http://arxiv.org/abs/1510.01819,Balanced Islands in Two Colored Point Sets in the Plane,"  Let $S$ be a set of $n$ points in general position in the plane, $r$ of which are red and $b$ of which are blue. In this paper we prove that there exist: for every $\alpha \in \left [ 0,\frac{1}{2} \right ]$, a convex set containing exactly $\lceil \alpha r\rceil$ red points and exactly $\lceil \alpha b \rceil$ blue points of $S$; a convex set containing exactly $\left \lceil \frac{r+1}{2}\right \rceil$ red points and exactly $\left \lceil \frac{b+1}{2}\right \rceil$ blue points of $S$. Furthermore, we present polynomial time algorithms to find these convex sets. In the first case we provide an $O(n^4)$ time algorithm and an $O(n^2\log n)$ time algorithm in the second case. Finally, if $\lceil \alpha r\rceil+\lceil \alpha b\rceil$ is small, that is, not much larger than $\frac{1}{3}n$, we improve the running time to $O(n \log n)$. ",Computer Science - Computational Geometry ; ,"Aichholzer, Oswin ; Atienza, Nieves ; Fabila-Monroy, Ruy ; Perez-Lantero, Pablo ; Dıaz-Báñez, Jose M. ; Flores-Peñaloza, David ; Vogtenhuber, Birgit ; Urrutia, Jorge ; ","Balanced Islands in Two Colored Point Sets in the Plane  Let $S$ be a set of $n$ points in general position in the plane, $r$ of which are red and $b$ of which are blue. In this paper we prove that there exist: for every $\alpha \in \left [ 0,\frac{1}{2} \right ]$, a convex set containing exactly $\lceil \alpha r\rceil$ red points and exactly $\lceil \alpha b \rceil$ blue points of $S$; a convex set containing exactly $\left \lceil \frac{r+1}{2}\right \rceil$ red points and exactly $\left \lceil \frac{b+1}{2}\right \rceil$ blue points of $S$. Furthermore, we present polynomial time algorithms to find these convex sets. In the first case we provide an $O(n^4)$ time algorithm and an $O(n^2\log n)$ time algorithm in the second case. Finally, if $\lceil \alpha r\rceil+\lceil \alpha b\rceil$ is small, that is, not much larger than $\frac{1}{3}n$, we improve the running time to $O(n \log n)$. ",balance islands two color point set plane let set point general position plane red blue paper prove exist every alpha leave frac right convex set contain exactly lceil alpha rceil red point exactly lceil alpha rceil blue point convex set contain exactly leave lceil frac right rceil red point exactly leave lceil frac right rceil blue point furthermore present polynomial time algorithms find convex set first case provide time algorithm log time algorithm second case finally lceil alpha rceil lceil alpha rceil small much larger frac improve run time log,90,1,1510.01819.txt
http://arxiv.org/abs/1510.01844,Linear Bounds between Contraction Coefficients for $f$-Divergences,"  Data processing inequalities for $f$-divergences can be sharpened using constants called ""contraction coefficients"" to produce strong data processing inequalities. For any discrete source-channel pair, the contraction coefficients for $f$-divergences are lower bounded by the contraction coefficient for $\chi^2$-divergence. In this paper, we elucidate that this lower bound can be achieved by driving the input $f$-divergences of the contraction coefficients to zero. Then, we establish a linear upper bound on the contraction coefficients for a certain class of $f$-divergences using the contraction coefficient for $\chi^2$-divergence, and refine this upper bound for the salient special case of Kullback-Leibler (KL) divergence. Furthermore, we present an alternative proof of the fact that the contraction coefficients for KL and $\chi^2$-divergences are equal for a Gaussian source with an additive Gaussian noise channel (where the former coefficient can be power constrained). Finally, we generalize the well-known result that contraction coefficients of channels (after extremizing over all possible sources) for all $f$-divergences with non-linear operator convex $f$ are equal. In particular, we prove that the so called ""less noisy"" preorder over channels can be equivalently characterized by any non-linear operator convex $f$-divergence. ",Computer Science - Information Theory ; Mathematics - Probability ; Mathematics - Statistics Theory ; ,"Makur, Anuran ; Zheng, Lizhong ; ","Linear Bounds between Contraction Coefficients for $f$-Divergences  Data processing inequalities for $f$-divergences can be sharpened using constants called ""contraction coefficients"" to produce strong data processing inequalities. For any discrete source-channel pair, the contraction coefficients for $f$-divergences are lower bounded by the contraction coefficient for $\chi^2$-divergence. In this paper, we elucidate that this lower bound can be achieved by driving the input $f$-divergences of the contraction coefficients to zero. Then, we establish a linear upper bound on the contraction coefficients for a certain class of $f$-divergences using the contraction coefficient for $\chi^2$-divergence, and refine this upper bound for the salient special case of Kullback-Leibler (KL) divergence. Furthermore, we present an alternative proof of the fact that the contraction coefficients for KL and $\chi^2$-divergences are equal for a Gaussian source with an additive Gaussian noise channel (where the former coefficient can be power constrained). Finally, we generalize the well-known result that contraction coefficients of channels (after extremizing over all possible sources) for all $f$-divergences with non-linear operator convex $f$ are equal. In particular, we prove that the so called ""less noisy"" preorder over channels can be equivalently characterized by any non-linear operator convex $f$-divergence. ",linear bound contraction coefficients divergences data process inequalities divergences sharpen use constants call contraction coefficients produce strong data process inequalities discrete source channel pair contraction coefficients divergences lower bound contraction coefficient chi divergence paper elucidate lower bind achieve drive input divergences contraction coefficients zero establish linear upper bind contraction coefficients certain class divergences use contraction coefficient chi divergence refine upper bind salient special case kullback leibler kl divergence furthermore present alternative proof fact contraction coefficients kl chi divergences equal gaussian source additive gaussian noise channel former coefficient power constrain finally generalize well know result contraction coefficients channel extremizing possible source divergences non linear operator convex equal particular prove call less noisy preorder channel equivalently characterize non linear operator convex divergence,120,9,1510.01844.txt
http://arxiv.org/abs/1510.01913,On the Uniform Computational Content of the Baire Category Theorem,"  We study the uniform computational content of different versions of the Baire Category Theorem in the Weihrauch lattice. The Baire Category Theorem can be seen as a pigeonhole principle that states that a complete (i.e., ""large"") metric space cannot be decomposed into countably many nowhere dense (i.e., ""small"") pieces. The Baire Category Theorem is an illuminating example of a theorem that can be used to demonstrate that one classical theorem can have several different computational interpretations. For one, we distinguish two different logical versions of the theorem, where one can be seen as the contrapositive form of the other one. The first version aims to find an uncovered point in the space, given a sequence of nowhere dense closed sets. The second version aims to find the index of a closed set that is somewhere dense, given a sequence of closed sets that cover the space. Even though the two statements behind these versions are equivalent to each other in classical logic, they are not equivalent in intuitionistic logic and likewise they exhibit different computational behavior in the Weihrauch lattice. Besides this logical distinction, we also consider different ways how the sequence of closed sets is ""given"". Essentially, we can distinguish between positive and negative information on closed sets. We discuss all the four resulting versions of the Baire Category Theorem. Somewhat surprisingly it turns out that the difference in providing the input information can also be expressed with the jump operation. Finally, we also relate the Baire Category Theorem to notions of genericity and computably comeager sets. ",Mathematics - Logic ; Computer Science - Logic in Computer Science ; ,"Brattka, Vasco ; Hendtlass, Matthew ; Kreuzer, Alexander P. ; ","On the Uniform Computational Content of the Baire Category Theorem  We study the uniform computational content of different versions of the Baire Category Theorem in the Weihrauch lattice. The Baire Category Theorem can be seen as a pigeonhole principle that states that a complete (i.e., ""large"") metric space cannot be decomposed into countably many nowhere dense (i.e., ""small"") pieces. The Baire Category Theorem is an illuminating example of a theorem that can be used to demonstrate that one classical theorem can have several different computational interpretations. For one, we distinguish two different logical versions of the theorem, where one can be seen as the contrapositive form of the other one. The first version aims to find an uncovered point in the space, given a sequence of nowhere dense closed sets. The second version aims to find the index of a closed set that is somewhere dense, given a sequence of closed sets that cover the space. Even though the two statements behind these versions are equivalent to each other in classical logic, they are not equivalent in intuitionistic logic and likewise they exhibit different computational behavior in the Weihrauch lattice. Besides this logical distinction, we also consider different ways how the sequence of closed sets is ""given"". Essentially, we can distinguish between positive and negative information on closed sets. We discuss all the four resulting versions of the Baire Category Theorem. Somewhat surprisingly it turns out that the difference in providing the input information can also be expressed with the jump operation. Finally, we also relate the Baire Category Theorem to notions of genericity and computably comeager sets. ",uniform computational content baire category theorem study uniform computational content different versions baire category theorem weihrauch lattice baire category theorem see pigeonhole principle state complete large metric space cannot decompose countably many nowhere dense small piece baire category theorem illuminate example theorem use demonstrate one classical theorem several different computational interpretations one distinguish two different logical versions theorem one see contrapositive form one first version aim find uncover point space give sequence nowhere dense close set second version aim find index close set somewhere dense give sequence close set cover space even though two statements behind versions equivalent classical logic equivalent intuitionistic logic likewise exhibit different computational behavior weihrauch lattice besides logical distinction also consider different ways sequence close set give essentially distinguish positive negative information close set discuss four result versions baire category theorem somewhat surprisingly turn difference provide input information also express jump operation finally also relate baire category theorem notions genericity computably comeager set,157,8,1510.01913.txt
http://arxiv.org/abs/1510.02438,Decomposing 1-Sperner hypergraphs,"  A hypergraph is Sperner if no hyperedge contains another one. A Sperner hypergraph is equilizable (resp., threshold) if the characteristic vectors of its hyperedges are the (minimal) binary solutions to a linear equation (resp., inequality) with positive coefficients. These combinatorial notions have many applications and are motivated by the theory of Boolean functions and integer programming. We introduce in this paper the class of $1$-Sperner hypergraphs, defined by the property that for every two hyperedges the smallest of their two set differences is of size one. We characterize this class of Sperner hypergraphs by a decomposition theorem and derive several consequences from it. In particular, we obtain bounds on the size of $1$-Sperner hypergraphs and their transversal hypergraphs, show that the characteristic vectors of the hyperedges are linearly independent over the reals, and prove that $1$-Sperner hypergraphs are both threshold and equilizable. The study of $1$-Sperner hypergraphs is motivated also by their applications in graph theory, which we present in a companion paper. ","Mathematics - Combinatorics ; Computer Science - Discrete Mathematics ; 05C65, 94C10 ; ","Boros, Endre ; Gurvich, Vladimir ; Milanič, Martin ; ","Decomposing 1-Sperner hypergraphs  A hypergraph is Sperner if no hyperedge contains another one. A Sperner hypergraph is equilizable (resp., threshold) if the characteristic vectors of its hyperedges are the (minimal) binary solutions to a linear equation (resp., inequality) with positive coefficients. These combinatorial notions have many applications and are motivated by the theory of Boolean functions and integer programming. We introduce in this paper the class of $1$-Sperner hypergraphs, defined by the property that for every two hyperedges the smallest of their two set differences is of size one. We characterize this class of Sperner hypergraphs by a decomposition theorem and derive several consequences from it. In particular, we obtain bounds on the size of $1$-Sperner hypergraphs and their transversal hypergraphs, show that the characteristic vectors of the hyperedges are linearly independent over the reals, and prove that $1$-Sperner hypergraphs are both threshold and equilizable. The study of $1$-Sperner hypergraphs is motivated also by their applications in graph theory, which we present in a companion paper. ",decompose sperner hypergraphs hypergraph sperner hyperedge contain another one sperner hypergraph equilizable resp threshold characteristic vectors hyperedges minimal binary solutions linear equation resp inequality positive coefficients combinatorial notions many applications motivate theory boolean function integer program introduce paper class sperner hypergraphs define property every two hyperedges smallest two set differences size one characterize class sperner hypergraphs decomposition theorem derive several consequences particular obtain bound size sperner hypergraphs transversal hypergraphs show characteristic vectors hyperedges linearly independent reals prove sperner hypergraphs threshold equilizable study sperner hypergraphs motivate also applications graph theory present companion paper,92,7,1510.02438.txt
http://arxiv.org/abs/1510.02659,Windrose Planarity: Embedding Graphs with Direction-Constrained Edges,"  Given a planar graph $G$ and a partition of the neighbors of each vertex $v$ in four sets $UR(v)$, $UL(v)$, $DL(v)$, and $DR(v)$, the problem Windrose Planarity asks to decide whether $G$ admits a windrose-planar drawing, that is, a planar drawing in which (i) each neighbor $u \in UR(v)$ is above and to the right of $v$, (ii) each neighbor $u \in UL(v)$ is above and to the left of $v$, (iii) each neighbor $u \in DL(v)$ is below and to the left of $v$, (iv) each neighbor $u \in DR(v)$ is below and to the right of $v$, and (v) edges are represented by curves that are monotone with respect to each axis. By exploiting both the horizontal and the vertical relationship among vertices, windrose-planar drawings allow to simultaneously visualize two partial orders defined by means of the edges of the graph.   Although the problem is NP-hard in the general case, we give a polynomial-time algorithm for testing whether there exists a windrose-planar drawing that respects a given combinatorial embedding. This algorithm is based on a characterization of the plane triangulations admitting a windrose-planar drawing. Furthermore, for any embedded graph with $n$ vertices that has a windrose-planar drawing, we can construct one with at most one bend per edge and with at most $2n-5$ bends in total, which lies on the $3n \times 3n$ grid. The latter result contrasts with the fact that straight-line windrose-planar drawings may require exponential area. ",Computer Science - Computational Geometry ; ,"Angelini, Patrizio ; Da Lozzo, Giordano ; Di Battista, Giuseppe ; Di Donato, Valentino ; Kindermann, Philipp ; Rote, Günter ; Rutter, Ignaz ; ","Windrose Planarity: Embedding Graphs with Direction-Constrained Edges  Given a planar graph $G$ and a partition of the neighbors of each vertex $v$ in four sets $UR(v)$, $UL(v)$, $DL(v)$, and $DR(v)$, the problem Windrose Planarity asks to decide whether $G$ admits a windrose-planar drawing, that is, a planar drawing in which (i) each neighbor $u \in UR(v)$ is above and to the right of $v$, (ii) each neighbor $u \in UL(v)$ is above and to the left of $v$, (iii) each neighbor $u \in DL(v)$ is below and to the left of $v$, (iv) each neighbor $u \in DR(v)$ is below and to the right of $v$, and (v) edges are represented by curves that are monotone with respect to each axis. By exploiting both the horizontal and the vertical relationship among vertices, windrose-planar drawings allow to simultaneously visualize two partial orders defined by means of the edges of the graph.   Although the problem is NP-hard in the general case, we give a polynomial-time algorithm for testing whether there exists a windrose-planar drawing that respects a given combinatorial embedding. This algorithm is based on a characterization of the plane triangulations admitting a windrose-planar drawing. Furthermore, for any embedded graph with $n$ vertices that has a windrose-planar drawing, we can construct one with at most one bend per edge and with at most $2n-5$ bends in total, which lies on the $3n \times 3n$ grid. The latter result contrasts with the fact that straight-line windrose-planar drawings may require exponential area. ",windrose planarity embed graph direction constrain edge give planar graph partition neighbor vertex four set ur ul dl dr problem windrose planarity ask decide whether admit windrose planar draw planar draw neighbor ur right ii neighbor ul leave iii neighbor dl leave iv neighbor dr right edge represent curve monotone respect axis exploit horizontal vertical relationship among vertices windrose planar draw allow simultaneously visualize two partial order define mean edge graph although problem np hard general case give polynomial time algorithm test whether exist windrose planar draw respect give combinatorial embed algorithm base characterization plane triangulations admit windrose planar draw furthermore embed graph vertices windrose planar draw construct one one bend per edge bend total lie time grid latter result contrast fact straight line windrose planar draw may require exponential area,131,3,1510.02659.txt
