,identifier,title,tokensCombined,mainTopic
608,http://arxiv.org/abs/1503.04099,Algorithms and complexity for Turaev-Viro invariants,"['algorithm', 'complex', 'turaev', 'viro', 'invari', 'turaev', 'viro', 'invari', 'power', 'famili', 'topolog', 'invari', 'distinguish', 'differ', 'manifold', 'invalu', 'mathemat', 'softwar', 'current', 'algorithm', 'comput', 'requir', 'exponenti', 'time', 'invari', 'parameteris', 'integ', 'resolv', 'question', 'complex', 'give', 'simpl', 'proof', 'comput', 'turaev', 'viro', 'invari', 'polynomi', 'time', 'hard', 'moreov', 'give', 'explicit', 'fix', 'paramet', 'tractabl', 'algorithm', 'arbitrari', 'show', 'concret', 'implement', 'experiment', 'algorithm', 'practic', 'inde', 'prefer', 'prior', 'state', 'real', 'comput']",17
609,http://arxiv.org/abs/1503.04424,Bridging Social Media via Distant Supervision,"['bridg', 'social', 'media', 'distant', 'supervis', 'microblog', 'classif', 'receiv', 'attent', 'recent', 'year', 'differ', 'classif', 'task', 'investig', 'focus', 'classifi', 'microblog', 'small', 'number', 'class', '(five', 'less)', 'use', 'train', 'manual', 'annot', 'tweet', 'unfortun', 'label', 'data', 'tediou', 'expens', 'find', 'tweet', 'cover', 'class', 'interest', 'alway', 'straightforward', 'especi', 'class', 'frequent', 'aris', 'practic', 'paper', 'studi', 'approach', 'tweet', 'classif', 'base', 'distant', 'supervis', 'wherebi', 'automat', 'transfer', 'label', 'social', 'medium', 'anoth', 'singl', 'label', 'multi', 'class', 'classif', 'task', 'particular', 'appli', 'youtub', 'video', 'class', 'tweet', 'link', 'video', 'provid', 'free', 'virtual', 'unlimit', 'number', 'label', 'instanc', 'use', 'train', 'data', 'classif', 'experi', 'show', 'train', 'tweet', 'classifi', 'automat', 'label', 'data', 'achiev', 'substanti', 'better', 'perform', 'train', 'classifi', 'limit', 'amount', 'manual', 'label', 'data', 'advantag', 'given', 'automat', 'label', 'data', 'cost', 'investig', 'approach', 'show', 'robust', 'appli', 'differ', 'number', 'class', 'across', 'differ', 'languag']",7
610,http://arxiv.org/abs/1503.04500,A Residual Based Sparse Approximate Inverse Preconditioning Procedure   for Large Sparse Linear Systems,"['residu', 'base', 'spars', 'approxim', 'invers', 'precondit', 'procedur', 'larg', 'spars', 'linear', 'system', 'spai', 'algorithm', 'spars', 'approxim', 'invers', 'precondit', 'techniqu', 'larg', 'spars', 'linear', 'system', 'propos', 'grote', 'huckl', 'siam', 'comput', 'base', 'norm', 'minim', 'comput', 'spars', 'approxim', 'invers', 'larg', 'spars', 'matrix', 'adapt', 'howev', 'spai', 'costli', 'seek', 'profit', 'indic', 'loop', 'ineffect', 'precondit', 'paper', 'propos', 'residu', 'base', 'spars', 'approxim', 'invers', 'precondit', 'procedur', '(rsai)', 'unlik', 'spai', 'base', 'domin', 'rather', 'inform', 'current', 'residu', 'augment', 'sparsiti', 'pattern', 'adapt', 'loop', 'rsai', 'less', 'costli', 'seek', 'indic', 'effect', 'captur', 'good', 'approxim', 'sparsiti', 'pattern', 'spai', 'control', 'sparsiti', 'reduc', 'comput', 'cost', 'develop', 'practic', 'rsai(', 'algorithm', 'drop', 'small', 'nonzero', 'entri', 'adapt', 'process', 'numer', 'experi', 'report', 'demonstr', 'rsai(', 'least', 'competit', 'spai', 'consider', 'effici', 'effect', 'spai', 'also', 'indic', 'rsai(', 'compar', 'psai(', 'algorithm', 'propos', 'author']",13
611,http://arxiv.org/abs/1503.04522,Really Natural Linear Indexed Type Checking,"['realli', 'natur', 'linear', 'index', 'type', 'check', 'recent', 'work', 'shown', 'power', 'linear', 'index', 'type', 'system', 'enforc', 'complex', 'program', 'properti', 'system', 'combin', 'linear', 'type', 'languag', 'type', 'level', 'indic', 'allow', 'fine', 'grain', 'analys', 'system', 'fruit', 'appli', 'divers', 'domain', 'includ', 'implicit', 'complex', 'differenti', 'privaci', 'natur', 'enhanc', 'express', 'approach', 'allow', 'indic', 'depend', 'runtim', 'inform', 'spirit', 'depend', 'type', 'approach', 'use', 'dfuzz', 'languag', 'differenti', 'privaci', 'dfuzz', 'type', 'system', 'reli', 'index', 'languag', 'support', 'real', 'natur', 'number', 'arithmet', 'constant', 'variabl', 'moreov', 'dfuzz', 'use', 'subtyp', 'mechan', 'make', 'type', 'flexibl', 'linear', 'depend', 'subtyp', 'requir', 'delic', 'handl', 'perform', 'type', 'check', 'type', 'infer', 'combin', 'increas', 'challeng', 'substanti', 'featur', 'interact', 'trivial', 'way', 'paper', 'studi', 'type', 'check', 'problem', 'dfuzz', 'show', 'reduc', 'type', 'check', 'simpl', 'extens', 'dfuzz', 'constraint', 'solv', 'first', 'order', 'theori', 'natur', 'real', 'number', 'although', 'undecid', 'often', 'handl', 'practic', 'standard', 'numer', 'solver']",10
612,http://arxiv.org/abs/1503.05496,IMP with exceptions over decorated logic,"['except', 'decor', 'logic', 'paper', 'facilit', 'reason', 'impur', 'program', 'languag', 'annot', 'term', 'decor', 'describ', 'comput', '(side)', 'effect', 'evalu', 'term', 'involv', 'point', 'free', 'categor', 'languag', 'call', 'decor', 'logic', 'formal', 'mutabl', 'state', 'except', 'effect', 'first', 'separ', 'exploit', 'anic', 'dualiti', 'combin', 'combin', 'decor', 'logic', 'use', 'target', 'languag', 'forth', 'denot', 'semant', 'imper', 'program', 'languag', 'allow', 'prove', 'equivalencesbetween', 'program', 'written', 'combin', 'logic', 'encod', 'encod', 'use', 'certifysom', 'program', 'equival', 'proof']",2
613,http://arxiv.org/abs/1503.05656,Cost-Effective Conceptual Design Using Taxonomies,"['cost', 'effect', 'conceptu', 'design', 'use', 'taxonomi', 'known', 'annot', 'name', 'entiti', 'unstructur', 'semi', 'structur', 'data', 'set', 'concept', 'improv', 'effect', 'answer', 'queri', 'data', 'set', 'everi', 'enterpris', 'limit', 'budget', 'time', 'comput', 'resourc', 'annot', 'subset', 'concept', 'given', 'domain', 'whose', 'cost', 'annot', 'exceed', 'budget', 'call', 'subset', 'concept', 'conceptu', 'design', 'annot', 'data', 'focu', 'find', 'conceptu', 'design', 'provid', 'effect', 'answer', 'queri', 'annot', 'data', 'cost', 'effect', 'conceptu', 'design', 'sinc', 'often', 'less', 'time', 'consum', 'costli', 'annot', 'gener', 'concept', 'specif', 'concept', 'inform', 'superclass', 'subclass', 'relationship', 'concept', 'taxonomi', 'find', 'cost', 'effect', 'conceptu', 'design', 'quantifi', 'amount', 'conceptu', 'design', 'concept', 'taxonomi', 'improv', 'effect', 'answer', 'queri', 'annot', 'data', 'taxonomi', 'tree', 'prove', 'problem', 'hard', 'propos', 'effici', 'approxim', 'pseudo', 'polynomi', 'time', 'algorithm', 'problem', 'prove', 'taxonomi', 'direct', 'acycl', 'graph', 'given', 'gener', 'accept', 'hypothesi', 'possibl', 'find', 'approxim', 'algorithm', 'reason', 'small', 'approxim', 'ratio', 'problem', 'empir', 'studi', 'use', 'real', 'world', 'data', 'set', 'taxonomi', 'queri', 'workload', 'show', 'framework', 'effect', 'quantifi', 'amount', 'conceptu', 'design', 'improv', 'effect', 'answer', 'queri', 'also', 'indic', 'algorithm', 'effici', 'design', 'time', 'task', 'pseudo', 'polynomi', 'algorithm', 'gener', 'effect', 'approxim', 'algorithm']",15
614,http://arxiv.org/abs/1503.06126,Polynomial complexity recognizing a tropical linear variety,"['polynomi', 'complex', 'recogn', 'tropic', 'linear', 'varieti', 'polynomi', 'complex', 'algorithm', 'design', 'test', 'whether', 'point', 'belong', 'given', 'tropic', 'linear', 'varieti']",13
615,http://arxiv.org/abs/1503.06483,Construction of FuzzyFind Dictionary using Golay Coding Transformation   for Searching Applications,"['construct', 'fuzzyfind', 'dictionari', 'use', 'golay', 'code', 'transform', 'search', 'applic', 'search', 'larg', 'volum', 'data', 'critic', 'compani', 'scientist', 'search', 'engin', 'applic', 'time', 'complex', 'memori', 'complex', 'paper', 'techniqu', 'gener', 'fuzzyfind', 'dictionari', 'text', 'mine', 'introduc', 'simpli', 'map', 'bit', 'english', 'alphabet', 'fuzzyfind', 'dictionari', 'bit', 'use', 'fuzzyfind', 'dictionari', 'reflect', 'presenc', 'absenc', 'particular', 'letter', 'represent', 'preserv', 'close', 'word', 'distort', 'term', 'close', 'creat', 'binari', 'vector', 'within', 'ham', 'distanc', 'deviat', 'paper', 'talk', 'golay', 'code', 'transform', 'hash', 'tabl', 'use', 'fuzzyfind', 'dictionari', 'technolog', 'use', 'search', 'data', 'method', 'introduc', 'linear', 'time', 'complex', 'gener', 'dictionari', 'constant', 'time', 'complex', 'access', 'data', 'updat', 'data', 'set', 'also', 'updat', 'data', 'set', 'linear', 'time', 'depend', 'data', 'point', 'techniqu', 'base', 'search', 'letter', 'english', 'segment', 'bit', 'also', 'also', 'work', 'segment', 'refer', 'tabl']",18
616,http://arxiv.org/abs/1503.06822,Tree spanners of bounded degree graphs,"['tree', 'spanner', 'bound', 'degre', 'graph', 'tree', 'spanner', 'graph', 'span', 'tree', 'distanc', 'pair', 'vertic', 'tree', 'time', 'distanc', 'decid', 'tree', 'spanner', 'admiss', 'graph', 'prove', 'tractabl', 'complet', 'complex', 'statu', 'problem', 'unresolv', 'everi', 'effici', 'dynam', 'program', 'algorithm', 'decid', 'tree', 'spanner', 'admiss', 'graph', 'vertex', 'degre', 'less', 'present', 'algorithm', 'remain', 'effici', 'graph', 'degre', 'less', 'v(g)', 'examin']",7
617,http://arxiv.org/abs/1503.07759,Large-scale Biological Meta-database Management,"['larg', 'scale', 'biolog', 'meta', 'databas', 'manag', 'date', 'meta', 'databas', 'vital', 'analysi', 'biolog', 'data', 'howev', 'current', 'exponenti', 'increas', 'biolog', 'data', 'lead', 'exponenti', 'increas', 'meta', 'databas', 'size', 'larg', 'scale', 'meta', 'databas', 'manag', 'therefor', 'import', 'challeng', 'product', 'platform', 'provid', 'servic', 'biolog', 'data', 'analysi', 'particular', 'often', 'need', 'either', 'analysi', 'particular', 'version', 'meta', 'databas', 'rerun', 'analysi', 'updat', 'meta', 'databas', 'present', 'gestor', 'approach', 'biolog', 'meta', 'databas', 'manag', 'provid', 'effici', 'storag', 'runtim', 'gener', 'specif', 'meta', 'databas', 'version', 'effici', 'increment', 'updat', 'biolog', 'data', 'analysi', 'tool', 'approach', 'transpar', 'tool', 'provid', 'framework', 'make', 'easi', 'integr', 'gestor', 'biolog', 'data', 'analysi', 'framework', 'present', 'gestor', 'system', 'evalu', 'perform', 'characterist', 'system', 'evalu', 'benefit', 'biolog', 'data', 'analysi', 'workflow']",1
618,http://arxiv.org/abs/1503.08370,Global Bandits,"['global', 'bandit', 'multi', 'arm', 'bandit', '(mab)', 'model', 'sequenti', 'decis', 'make', 'problem', 'learner', 'sequenti', 'choos', 'arm', 'unknown', 'reward', 'distribut', 'order', 'maxim', 'cumul', 'reward', 'prior', 'work', 'assum', 'reward', 'distribut', 'independ', 'wide', 'varieti', 'decis', 'problem', 'drug', 'dosag', 'dynam', 'price', 'expect', 'reward', 'differ', 'arm', 'correl', 'select', 'provid', 'inform', 'expect', 'reward', 'arm', 'well', 'propos', 'analyz', 'class', 'model', 'decis', 'problem', 'call', 'global', 'bandit', 'case', 'reward', 'arm', 'determinist', 'function', 'singl', 'unknown', 'paramet', 'construct', 'greedi', 'polici', 'achiev', 'bound', 'regret', 'bound', 'depend', 'singl', 'true', 'paramet', 'problem', 'henc', 'polici', 'select', 'suboptim', 'arm', 'finit', 'mani', 'time', 'probabl', 'case', 'also', 'obtain', 'bound', 'regret', 'independ', 'true', 'paramet', 'bound', 'linear', 'expon', 'depend', 'inform', 'arm', 'also', 'propos', 'variant', 'greedi', 'polici', 'achiev', 'tild', 'mathcal', 'sqrt', 'worst', 'case', 'mathcal', 'paramet', 'depend', 'regret', 'perform', 'experi', 'dynam', 'price', 'show', 'propos', 'algorithm', 'achiev', 'signific', 'gain', 'respect', 'well', 'known', 'benchmark']",13
619,http://arxiv.org/abs/1503.08381,Towards Easier and Faster Sequence Labeling for Natural Language   Processing: A Search-based Probabilistic Online Learning Framework (SAPO),"['toward', 'easier', 'faster', 'sequenc', 'label', 'natur', 'languag', 'process', 'search', 'base', 'probabilist', 'onlin', 'learn', 'framework', '(sapo)', 'major', 'approach', 'sequenc', 'label', 'probabilist', 'gradient', 'base', 'method', 'condit', 'random', 'field', '(crf)', 'neural', 'network', 'rnn)', 'high', 'accuraci', 'drawback', 'slow', 'train', 'support', 'search', 'base', 'optim', '(which', 'import', 'mani', 'cases)', 'search', 'base', 'learn', 'method', 'structur', 'perceptron', 'margin', 'infus', 'relax', 'algorithm', '(mira)', 'fast', 'train', 'also', 'drawback', 'accuraci', 'probabilist', 'inform', 'converg', 'real', 'world', 'task', 'propos', 'novel', 'easi', 'solut']",7
620,http://arxiv.org/abs/1503.08925,Geometry of Interaction for MALL via Hughes-vanGlabbeek Proof-Nets,"['geometri', 'interact', 'mall', 'hugh', 'vanglabbeek', 'proof', 'net', 'paper', 'present', 'first', 'time', 'geometri', 'interact', '(goi)', 'interpret', 'inspir', 'hugh', 'vanglabbeek', '(hvg)', 'proof', 'net', 'multipl', 'addit', 'linear', 'logic', '(mall)', 'dynam', 'captur', 'geometr', 'correct', 'criterion', 'toggl', 'cycl', 'condit', 'term', 'algebra', 'oper', 'ingredi', 'scalar', 'extens', 'algebra', 'girard', 'ring', 'partial', 'isometri', 'boolean', 'polynomi', 'ring', 'liter', 'eigenweight', 'indetermin', 'order', 'captur', 'feedback', 'aris', 'cut', 'construct', 'finer', 'grain', 'execut', 'formula', 'expans', 'execut', 'formula', 'longer', 'collect', 'slice', 'multipl', 'henc', 'harder', 'prove', 'termin', 'give', 'dynam', 'semant', 'account', 'boolean', 'valuat', 'particular', 'prune', 'proofs)', 'convers', 'weight', 'particular', 'alpha', 'conversion)', 'addit', '(co)contract', 'peculiar', 'addit', 'proof', 'theori', 'termin', 'execut', 'formula', 'shown', 'correspond', 'toggl', 'criterion', 'slice', 'wise', 'restrict', 'execut', 'formula', 'collaps', 'boolean', 'structure)', 'yield', 'well', 'known', 'correspond', 'explicit', 'implicit', 'previou', 'work', 'multipl', 'converg', 'execut', 'formula', 'acycl', 'proof', 'net', 'feedback', 'aris', 'execut', 'formula', 'restrict', 'boolean', 'polynomi', 'structur', 'yield', 'autonom', 'defin', 'eigenweight', 'among', 'cut', 'rest', 'eigenweight']",16
621,http://arxiv.org/abs/1504.00169,Complete Simulation of Automata Networks,"['complet', 'simul', 'automata', 'network', 'consid', 'finit', 'integ', 'paper', 'studi', 'concept', 'complet', 'simul', 'context', 'semigroup', 'transform', 'also', 'known', 'finit', 'state', 'homogen', 'automata', 'network', 'transform', 'emph', 'complet', 'size', 'simul', 'everi', 'transform', 'updat', 'coordin', 'register)', 'time', 'use', 'tool', 'memoryless', 'comput', 'establish', 'complet', 'transform', 'size', 'transform', 'size', 'studi', 'time', 'simul', 'variou', 'complet', 'transform', 'conjectur', 'maxim', 'time', 'simul', 'complet', 'transform', 'least', 'transform', 'emph', 'sequenti', 'complet', 'size', 'sequenti', 'simul', 'everi', 'finit', 'sequenc', 'transform', 'case', 'minim', 'exampl', 'bound', 'size', 'time', 'simul', 'determin', 'also', 'shown', 'complet', 'transform', 'updat', 'regist', 'parallel', 'exist', 'sequent', 'complet', 'transform', 'updat', 'regist', 'parallel', 'illustr', 'strength', 'weak', 'parallel', 'model', 'comput', 'cellular', 'automata']",0
622,http://arxiv.org/abs/1504.00222,On the Exact and Approximate Eigenvalue Distribution for Sum of Wishart   Matrices,"['exact', 'approxim', 'eigenvalu', 'distribut', 'wishart', 'matric', 'wishart', 'matric', 'import', 'role', 'multius', 'commun', 'employ', 'multiantenna', 'element', 'multipl', 'input', 'multipl', 'output', '(mimo)', 'multipl', 'access', 'channel', '(mac)', 'mimo', 'relay', 'channel', 'multius', 'channel', 'mathemat', 'model', 'best', 'describ', 'use', 'random', 'matric', 'paper', 'distribut', 'linear', 'combin', 'complex', 'wishart', 'distribut', 'matric', 'studi', 'present', 'close', 'form', 'express', 'margin', 'distribut', 'eigenvalu', 'weight', 'complex', 'central', 'wishart', 'matric', 'covari', 'matric', 'proport', 'ident', 'matrix', 'express', 'gener', 'allow', 'linear', 'coeffici', 'applic', 'exampl', 'use', 'margin', 'distribut', 'express', 'obtain', 'ergod', 'rate', 'capac', 'mimo', 'network', 'upper', 'bound', 'mimo', 'relay', 'case', 'close', 'form', 'express', 'also', 'present', 'simpl', 'express', 'approxim', 'wishart', 'matric', 'equival', 'wishart', 'matrix', 'result', 'valid', 'mean', 'mont', 'carlo', 'simul', 'expect', 'agreement', 'exact', 'eigenvalu', 'distribut', 'simul', 'perfect', 'wherea', 'approxim', 'solut', 'differ', 'indistinguish']",16
623,http://arxiv.org/abs/1504.00495,Exploring the complex pattern of information spreading in online blog   communities,"['explor', 'complex', 'pattern', 'inform', 'spread', 'onlin', 'blog', 'commun', 'inform', 'spread', 'onlin', 'social', 'commun', 'attract', 'tremend', 'attent', 'utmost', 'practic', 'valu', 'applic', 'despit', 'sever', 'individu', 'level', 'diffus', 'data', 'investig', 'still', 'lack', 'detail', 'understand', 'spread', 'pattern', 'inform', 'compar', 'inform', 'flow', 'social', 'link', 'blog', 'commun', 'find', 'diffus', 'process', 'induc', 'three', 'differ', 'spread', 'mechan', 'social', 'spread', 'self', 'promot', 'broadcast', 'although', 'numer', 'previou', 'studi', 'employ', 'epidem', 'spread', 'model', 'simul', 'inform', 'diffus', 'observ', 'model', 'fail', 'reproduc', 'realist', 'diffus', 'pattern', 'respect', 'user', 'behavior', 'strikingli', 'find', 'user', 'stick', 'specif', 'diffus', 'mechan', 'moreov', 'observ', 'indic', 'social', 'spread', 'crucial', 'structur', 'diffus', 'tree', 'also', 'capabl', 'induc', 'subsequ', 'individu', 'acquir', 'inform', 'find', 'suggest', 'direct', 'model', 'inform', 'diffus', 'social', 'system', 'inform', 'design', 'effici', 'propag', 'strategi', 'base', 'user', 'behavior']",4
624,http://arxiv.org/abs/1504.01019,On the Total-Power Capacity of Regular-LDPC Codes with Iterative   Message-Passing Decoders,"['total', 'power', 'capac', 'regular', 'ldpc', 'code', 'iter', 'messag', 'pass', 'decod', 'motiv', 'recent', 'deriv', 'fundament', 'limit', 'total', '(transmit', 'decoding)', 'power', 'code', 'commun', 'vlsi', 'decod', 'paper', 'investig', 'scale', 'behavior', 'minimum', 'total', 'power', 'need', 'commun', 'awgn', 'channel', 'target', 'error', 'probabl', 'tend', 'zero', 'focu', 'regular', 'ldpc', 'code', 'iter', 'messag', 'pass', 'decod', 'analyz', 'scale', 'behavior', 'vlsi', 'complex', 'model', 'decod', 'model', 'abstract', 'power', 'consum', 'process', 'element', 'node', 'model']",4
625,http://arxiv.org/abs/1504.01442,The Effect of Recency to Human Mobility,"['effect', 'recenc', 'human', 'mobil', 'recent', 'year', 'seen', 'scientist', 'attempt', 'model', 'explain', 'human', 'dynam', 'particular', 'human', 'movement', 'mani', 'aspect', 'complex', 'life', 'affect', 'human', 'movement', 'diseas', 'spread', 'epidem', 'model', 'citi', 'plan', 'wireless', 'network', 'develop', 'disast', 'relief', 'name', 'given', 'myriad', 'applic', 'clear', 'complet', 'understand', 'peopl', 'move', 'space', 'lead', 'huge', 'benefit', 'societi', 'recent', 'work', 'scientist', 'focus', 'idea', 'peopl', 'movement', 'bias', 'toward', 'frequent', 'visit', 'locat', 'accord', 'human', 'movement', 'base', 'explor', 'exploit', 'dichotomi', 'individu', 'choos', 'locat', '(exploration)', 'return', 'frequent', 'visit', 'locat', '(exploitation)', 'work', 'focu', 'concept', 'recenc', 'propos', 'model', 'exploit', 'human', 'movement', 'also', 'consid', 'recent', 'visit', 'locat', 'sole', 'frequent', 'visit', 'locat', 'test', 'hypothesi', 'differ', 'empir', 'data', 'human', 'mobil', 'show', 'propos', 'model', 'abl', 'better', 'explain', 'human', 'trajectori', 'dataset']",1
626,http://arxiv.org/abs/1504.01708,Reactive Synthesis Without Regret,"['reactiv', 'synthesi', 'without', 'regret', 'player', 'zero', 'game', 'infinit', 'durat', 'quantit', 'version', 'use', 'verif', 'model', 'interact', 'control', '(eve)', 'environ', '(adam)', 'question', 'usual', 'address', 'exist', '(and', 'computability)', 'strategi', 'maxim', 'payoff', 'strategi', 'adam', 'work', 'interest', 'strategi', 'minim', 'regret', 'strategi', 'minim', 'differ', 'actual', 'payoff', 'payoff', 'achiev', 'known', 'strategi', 'adam', 'advanc', 'give', 'algorithm', 'comput', 'strategi', 'ensur', 'minim', 'regret', 'adversari', 'whose', 'choic', 'strategi', 'unrestrict', '(ii)', 'limit', 'posit', 'strategi', '(iii)', 'limit', 'word', 'strategi', 'also', 'establish', 'relat', 'latter', 'version', 'problem', 'studi', 'literatur']",11
627,http://arxiv.org/abs/1504.01709,"Copyless Cost-Register Automata: Structure, Expressiveness, and Closure   Properties","['copyless', 'cost', 'regist', 'automata', 'structur', 'express', 'closur', 'properti', 'cost', 'regist', 'automata', '(cra)', 'subclass', 'copyless', 'recent', 'propos', 'alur', 'model', 'comput', 'function', 'string', 'studi', 'structur', 'properti', 'express', 'closur', 'properti', 'copyless', 'show', 'copyless', 'strictli', 'less', 'express', 'weight', 'automata', 'close', 'revers', 'oper', 'find', 'better', 'class', 'impos', 'restrict', 'copyless', 'end', 'success', 'robust', 'comput', 'model', 'close', 'revers', 'extens']",4
628,http://arxiv.org/abs/1504.01782,Profit Maximization for Geographical Dispersed Green Data Centers,"['profit', 'maxim', 'geograph', 'dispers', 'green', 'data', 'center', 'paper', 'aim', 'maxim', 'profit', 'associ', 'run', 'geograph', 'dispers', 'green', 'data', 'center', 'offer', 'multipl', 'class', 'servic', 'formul', 'optim', 'framework', 'reli', 'accuraci', 'queue', 'character', 'workload', 'distribut', 'tap', 'merit', 'workload', 'decomposit', 'green', 'brown', 'workload', 'serv', 'green', 'brown', 'energi', 'resourc', 'moreov', 'take', 'account', 'servic', 'level', 'agreement', '(slas)', 'data', 'center', 'client', 'also', 'differ', 'deregul', 'electr', 'market', 'data', 'center', 'locat', 'differ', 'region', 'prove', 'convex', 'optim', 'problem', 'perform', 'propos', 'workload', 'distribut', 'strategi', 'evalu', 'simul']",7
629,http://arxiv.org/abs/1504.02141,Detecting Falls with X-Factor Hidden Markov Models,"['detect', 'fall', 'factor', 'hidden', 'markov', 'model', 'identif', 'fall', 'perform', 'normal', 'activ', 'daili', 'live', '(adl)', 'import', 'ensur', 'person', 'safeti', 'well', 'howev', 'fall', 'short', 'term', 'activ', 'occur', 'infrequ', 'pose', 'challeng', 'tradit', 'classif', 'algorithm', 'littl', 'train', 'data', 'fall', 'none', 'all)', 'paper', 'propos', 'approach', 'identif', 'fall', 'use', 'wearabl', 'devic', 'absenc', 'train', 'data', 'fall', 'plenti', 'data', 'normal', 'propos', 'three', 'factor', 'hidden', 'markov', 'model', '(xhmms)', 'approach', 'xhmm', 'model', 'unseen', 'fall', 'use', 'inflat', 'output', 'covari', '(observ', 'models)', 'estim', 'inflat', 'covari']",8
630,http://arxiv.org/abs/1504.03342,A Survey on Privacy and Security in Online Social Networks,"['survey', 'privaci', 'secur', 'onlin', 'social', 'network', 'onlin', 'social', 'network', '(osn)', 'perman', 'presenc', 'today', 'person', 'profession', 'live', 'huge', 'segment', 'popul', 'direct', 'consequ', 'offlin', 'activ', 'built', 'foundat', 'trust', 'user', 'connect', 'user', 'common', 'interest', 'overlap', 'person', 'trajectori', 'onlin', 'social', 'network', 'associ', 'applic', 'extract', 'unpreced', 'volum', 'person', 'inform', 'unsurprisingli', 'seriou', 'privaci', 'secur', 'risk', 'emerg', 'posit', 'along', 'main', 'type', 'attack', 'attack', 'exploit', 'implicit', 'trust', 'embed', 'declar', 'social', 'relationship', 'attack', 'harvest', 'user', 'person', 'inform', 'intend', 'articl', 'provid', 'overview', 'privaci', 'secur', 'issu', 'emerg', 'osn', 'introduc', 'taxonomi', 'privaci', 'secur', 'attack', 'osn', 'overview', 'exist', 'solut', 'mitig', 'attack', 'outlin', 'challeng', 'still', 'overcom']",15
631,http://arxiv.org/abs/1504.03856,Sparse multivariate polynomial interpolation in the basis of Schubert   polynomials,"['spars', 'multivari', 'polynomi', 'interpol', 'basi', 'schubert', 'polynomi', 'schubert', 'polynomi', 'discov', 'lascoux', 'utzenberg', 'studi', 'cohomolog', 'ring', 'flag', 'manifold', 'polynomi', 'gener', 'schur', 'polynomi']",1
632,http://arxiv.org/abs/1504.03872,Extended Formulations for Independence Polytopes of Regular Matroids,"['extend', 'formul', 'independ', 'polytop', 'regular', 'matroid', 'show', 'independ', 'polytop', 'everi', 'regular', 'matroid', 'extend', 'formul', 'size', 'quadrat', 'size', 'ground', 'gener', 'similar', 'statement', ')graphic', 'matroid', 'simpl', 'consequ', 'martin', 'extend', 'formul', 'span', 'tree', 'polytop', 'construct', 'make', 'seymour', 'decomposit', 'theorem', 'regular', 'matroid', 'consequ', 'extend', 'formul', 'comput', 'polynomi', 'time']",1
633,http://arxiv.org/abs/1504.03957,Optimal Hierarchical Radio Resource Management for HetNets with Flexible   Backhaul,"['optim', 'hierarch', 'radio', 'resourc', 'manag', 'hetnet', 'flexibl', 'backhaul', 'provid', 'backhaul', 'connect', 'macro', 'pico', 'base', 'station', '(bss)', 'constitut', 'signific', 'share', 'infrastructur', 'cost', 'futur', 'heterogen', 'network', '(hetnets)', 'address', 'issu', 'emerg', 'idea', 'flexibl', 'backhaul', 'propos', 'architectur', 'pico', 'connect', 'backhaul', 'result', 'signific', 'reduct', 'infrastructur', 'cost', 'regard', 'pico', 'without', 'backhaul', 'connect', 'need', 'commun', 'nearbi', 'order', 'indirect', 'access', 'backhaul', 'make', 'radio', 'resourc', 'manag', '(rrm)', 'network', 'complex', 'challeng', 'paper', 'address', 'problem', 'cross', 'layer', 'hetnet', 'flexibl', 'backhaul', 'formul', 'problem', 'timescal', 'convex', 'stochast', 'optim', 'jointli', 'optim', 'flow', 'control', 'rout', 'interfer', 'mitig', 'link', 'schedul', 'order', 'maxim', 'gener', 'network', 'util', 'exploit', 'hidden', 'convex', 'convex', 'problem', 'propos', 'iter', 'algorithm', 'converg', 'global', 'optim', 'solut', 'propos', 'algorithm', 'benefit', 'complex', 'signal', 'make', 'scalabl', 'moreov', 'propos', 'timescal', 'design', 'robust', 'backhaul', 'signal', 'latenc', 'well', 'simul', 'result', 'demonstr', 'signific', 'perform', 'gain', 'propos', 'solut', 'variou', 'baselin']",2
634,http://arxiv.org/abs/1504.04073,The Parametric Closure Problem,"['parametr', 'closur', 'problem', 'defin', 'parametr', 'closur', 'problem', 'input', 'partial', 'order', 'whose', 'element', 'linearli', 'vari', 'weight', 'goal', 'comput', 'sequenc', 'minimum', 'weight', 'lower', 'set', 'partial', 'order', 'weight', 'vari', 'give', 'polynomi', 'time', 'solut', 'mani', 'import', 'special', 'case', 'problem', 'includ', 'semiord', 'reachabl', 'order', 'bound', 'treewidth', 'graph', 'partial', 'order', 'bound', 'width', 'seri', 'parallel', 'partial', 'order', 'result', 'seri', 'parallel', 'order', 'provid', 'signific', 'gener', 'previou', 'result', 'carlson', 'eppstein', 'bicriterion', 'subtre', 'problem']",3
